0,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
3883,33,M,LIZA1VZ,,Gold Membership,14-11-2016,Yes,CID48592,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:37:22,1,94.31,32669.08,-7.321792187,386.7827122,Yes,No,Yes,No Information Available,Poor Website,1
3884,39,M,IQ67BSD,City,No Membership,12-10-2016,Yes,CID37001,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:16:36,12,39.11,20626.06,6,558.92,No,Yes,Yes,Solved in Follow-up,Poor Website,1
3885,37,M,SXBGVLH,,No Membership,06-08-2016,Yes,CID48743,Gift Vouchers/Coupons,Desktop,Wi-Fi,03:10:52,12,91.11,24688.53,29,520.7,No,Yes,Yes,Solved,Poor Customer Service,1
3886,54,F,GZLJU4C,City,No Membership,23-07-2016,Yes,CID18487,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:51:45,13,85.31,44630.44,11,715.76,No,Yes,No,Not Applicable,Poor Product Quality,1
3887,24,M,HCXR0CS,Town,Premium Membership,12-08-2016,Yes,CID55256,Credit/Debit Card Offers,Desktop,Mobile_Data,06:10:31,11,227.97,24301.27,11,749.21,Yes,No,Yes,Solved,Poor Product Quality,0
3888,43,F,S0P39HQ,City,Gold Membership,16-06-2017,No,xxxxxxxx,Without Offers,?,Wi-Fi,22:06:23,4,358.34,48907.18,25,744.2819093,No,Yes,Yes,No Information Available,Poor Customer Service,1
3889,39,F,Y75FV28,Town,No Membership,14-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:44:43,-999,214.64,48398.61,18,681.76,No,Yes,Yes,Unsolved,Too many ads,1
3890,10,F,IYWRBGI,Town,No Membership,05-03-2016,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,02:28:51,13,595.02,10741.18,17,641.2,Yes,No,Yes,Unsolved,No reason specified,1
3891,24,F,N7WU23W,City,No Membership,03-02-2017,Yes,CID5081,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:48:00,23,119.55,37614.24,-15.89405063,614.57,Yes,No,Yes,No Information Available,Poor Website,1
3892,37,M,IT6EM54,,Basic Membership,24-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,07:09:47,21,31.61,24155.03,10,851.9475482,No,Yes,Yes,Unsolved,Too many ads,1
3893,55,M,UKLZRDN,Town,Basic Membership,11-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:35:48,6,86.89,2846.36,11,657.8,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
3894,15,F,NTOBI1D,City,Basic Membership,17-09-2016,Yes,CID20511,Without Offers,Desktop,Mobile_Data,19:06:24,10,124.93,37558.38,8,634.2,Yes,No,Yes,Unsolved,Poor Website,1
3895,18,F,7HUBZVI,City,Platinum Membership,09-05-2017,Yes,CID39083,Without Offers,Smartphone,Mobile_Data,08:45:21,12,717.85,3388.99,19,307.4444228,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
3896,25,M,5HAZ58R,City,Basic Membership,05-05-2016,Yes,CID276,Without Offers,Both,Mobile_Data,04:43:28,12,274.72,14417.14,10,510.35,Yes,No,Yes,Solved,No reason specified,1
3897,15,M,PZ6I9BA,,Gold Membership,26-02-2017,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,00:35:25,22,381.1,43039.68,12,686.81,No,Yes,Yes,Solved in Follow-up,No reason specified,1
3898,21,M,2FKGZLP,,No Membership,05-01-2015,Yes,CID15794,Without Offers,Smartphone,Wi-Fi,09:44:17,9,249.27,47654.99,9,537.95,Yes,No,No,Not Applicable,Poor Customer Service,1
3899,37,F,P6ISZ1Q,City,Premium Membership,07-09-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,04:23:43,4,522.3,47824.8,28,789.61,Yes,No,Yes,Unsolved,No reason specified,0
3900,18,F,GHQUUSD,City,Premium Membership,09-11-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,01:47:24,14,102.82,18538.18,22,707.18,Yes,No,No,Not Applicable,No reason specified,0
3901,62,M,BS7ZJRR,Town,No Membership,28-06-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,14:04:02,11,30.18,37803.35,19,1130.673872,No,Yes,Yes,Solved,Poor Product Quality,1
3902,52,M,WMPF2OW,City,Basic Membership,03-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,06:43:48,17,30.56,3222.15,29,619.98,No,Yes,Yes,No Information Available,Poor Customer Service,1
3903,60,F,OOZY08A,City,No Membership,19-06-2016,Yes,CID61905,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:48:37,14,32.93,16456.22,29,,No,Yes,No,Not Applicable,Poor Website,1
3904,16,M,ZI8CWUV,Town,No Membership,16-06-2015,Yes,CID50699,Credit/Debit Card Offers,Desktop,Mobile_Data,21:59:52,10,206.45,1759.39,22,645.02,Yes,No,Yes,Solved in Follow-up,Too many ads,1
3905,63,M,RE4E5HS,Village,No Membership,01-04-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,08:10:03,18,33.49,4177.14,41.18518621,634.22,No,Yes,Yes,Unsolved,Too many ads,1
3906,25,F,S2FA42W,Town,Platinum Membership,06-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10:41:54,22,31.72,81474.3,9,,No,Yes,Yes,No Information Available,User Friendly Website,0
3907,12,M,TWTNSBB,Town,Basic Membership,15-12-2016,?,CID16250,,Smartphone,Fiber_Optic,15:04:48,20,33.58,11426.96,7,294.222784,Yes,No,Yes,Solved in Follow-up,Poor Website,1
3908,13,F,VG806JG,Town,Premium Membership,10-06-2017,Yes,CID40617,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:03:56,13,104.95,85461.5,7,782.36,Yes,No,Yes,Unsolved,Quality Customer Care,0
3909,33,F,E9XP3N6,City,Basic Membership,20-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:18:26,7,65.86,19861.78,19,616.03,Yes,No,No,Not Applicable,Too many ads,0
3910,42,F,8AFF39G,,Gold Membership,01-09-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,08:13:12,8,60.78,17902.05,Error,1166.589854,Yes,No,Yes,Solved,Poor Website,1
3911,23,F,2W6AHBJ,Village,No Membership,26-05-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,16:14:27,18,42.96,23970.26,19,,Yes,No,No,Not Applicable,No reason specified,1
3912,34,M,A08L1NH,City,Gold Membership,10-11-2017,Yes,CID2051,Without Offers,Desktop,Mobile_Data,09:58:56,13,84.81,39121.18,14,783.7,No,Yes,Yes,Solved,No reason specified,0
3913,12,M,54V6A7C,Town,Gold Membership,10-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:30:58,14,43.3,66040.84,16,762.41,No,Yes,No,Not Applicable,User Friendly Website,0
3914,55,M,1D2L3F5,,Silver Membership,19-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:57:30,6,33.52,25921.19,17,674.5,No,Yes,No,Not Applicable,No reason specified,0
3915,41,F,Q4E2AAB,Village,Basic Membership,19-09-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,06:58:53,-999,30.46,35220.12,16,536.19,No,Yes,Yes,No Information Available,Poor Product Quality,1
3916,55,F,EQWFEZB,Town,Platinum Membership,27-11-2016,Yes,CID25310,Credit/Debit Card Offers,?,Fiber_Optic,20:06:46,9,310.52,25374.79,12,737.39,Yes,Yes,No,Not Applicable,Poor Product Quality,0
3917,24,M,9LFTKIM,,No Membership,08-07-2017,Yes,CID59359,,Desktop,Mobile_Data,14:19:01,2,31.21,19493.47,23,618.53,No,Yes,Yes,Solved,No reason specified,1
3918,55,F,4MRSW9V,City,Silver Membership,28-06-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:52:44,16,31.19,30279.62,Error,1106.820083,Yes,No,Yes,No Information Available,Poor Customer Service,1
3919,39,M,KCT8JIS,,No Membership,15-06-2015,Yes,CID29581,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:28:28,15,32.94,12872.99,22,647.74,No,Yes,Yes,Unsolved,Poor Customer Service,1
3920,47,F,JZR0FAH,,Silver Membership,21-04-2016,?,CID31479,Credit/Debit Card Offers,Smartphone,Fiber_Optic,09:50:31,18,130.4,27986.38,23,703.22,No,Yes,No,Not Applicable,Poor Website,0
3921,26,M,TNOY0HO,City,Basic Membership,30-01-2016,?,CID55757,Without Offers,?,Mobile_Data,02:20:47,9,45.63,9493.02,10,609.55,Yes,No,Yes,No Information Available,Poor Website,1
3922,46,F,BJJNXK5,Town,Gold Membership,13-01-2017,Yes,CID25018,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:40:00,19,337.66,10642.14,26,737.02,Yes,No,No,Not Applicable,Poor Website,0
3923,41,F,4CAAGSJ,City,No Membership,02-09-2015,Yes,CID20077,Credit/Debit Card Offers,?,Fiber_Optic,05:44:18,24,98.13,12324.13,24,501.19,Yes,No,No,Not Applicable,Poor Customer Service,1
3924,51,M,AJAVV1Y,Town,Premium Membership,30-09-2016,?,CID11809,Without Offers,Smartphone,Fiber_Optic,19:19:21,14,190.52,13930.77,16,732.94,No,Yes,No,Not Applicable,Too many ads,0
3925,15,M,HHHEM5L,City,Basic Membership,06-04-2016,Yes,CID58395,Credit/Debit Card Offers,Both,Fiber_Optic,09:35:47,10,303.36,42906.25,24,610.41,Yes,No,No,Not Applicable,Poor Website,0
3926,54,M,LGI25U4,Town,Platinum Membership,13-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:48:29,13,1222.891148,77072.87,18,769.28,Yes,No,Yes,Unsolved,Products always in Stock,0
3927,45,F,HPZRKV3,Village,Basic Membership,22-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,23:44:14,17,101,32835.95,17,611.34,Yes,No,Yes,Solved,Poor Product Quality,1
3928,24,M,A0JU56E,Town,Platinum Membership,22-02-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,08:21:32,21,413.01,39929.82,15,,Yes,Yes,No,Not Applicable,Poor Customer Service,0
3929,58,M,2EJH3AX,Village,Silver Membership,27-04-2016,Yes,CID40536,Credit/Debit Card Offers,Desktop,Fiber_Optic,06:17:37,8,137.59,94392.42,16,739.59,Yes,No,No,Not Applicable,Quality Customer Care,0
3930,64,M,5LX923A,,Platinum Membership,08-01-2017,?,CID30157,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:58:57,6,1056.07,67557.37,Error,1114.644094,Yes,No,Yes,Solved,Reasonable Price,0
3931,23,F,H0VOGZE,City,No Membership,09-11-2016,Yes,CID4499,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:07:07,16,859.4047478,36891.58,26,,No,Yes,No,Not Applicable,Poor Website,1
3932,62,M,VWWGR4F,City,Silver Membership,03-05-2017,Yes,CID7184,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:10:58,6,89.88,11015.48,16,678.19,Yes,No,No,Not Applicable,Poor Website,1
3933,17,M,E9K00CL,Town,No Membership,02-02-2016,?,CID14064,Gift Vouchers/Coupons,Desktop,Fiber_Optic,04:46:28,4,159.23,18367.24,5,510.41,Yes,No,No,Not Applicable,Poor Website,1
3934,63,M,UIZMK17,Town,No Membership,26-05-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,09:36:15,10,770.33,13699.92,29,645.74,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
3935,18,M,6MH15Y5,City,Gold Membership,18-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,00:40:22,15,124.99,3627.95,20,753.84,Yes,No,No,Not Applicable,Poor Product Quality,0
3936,55,F,MAOTAQL,City,No Membership,09-01-2017,?,CID21272,Credit/Debit Card Offers,Desktop,Fiber_Optic,04:36:13,6,1042.257564,8316.95,14,682.37,No,Yes,No,Not Applicable,No reason specified,1
3937,17,F,VSAUR19,Town,Basic Membership,30-08-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,04:35:14,11,299.86,42643.76,13,261.610824,Yes,Yes,No,Not Applicable,Poor Customer Service,1
3938,19,F,JTN1XZ2,Town,Basic Membership,30-12-2015,Yes,CID5453,Without Offers,Smartphone,Wi-Fi,12:56:25,14,37.65,31745.39,13,650.28,No,Yes,No,Not Applicable,Poor Customer Service,1
3939,47,F,QYS0P4W,Town,No Membership,24-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,14:22:01,3,243.9,18836.09,19,408.0960809,Yes,Yes,Yes,Unsolved,Poor Customer Service,1
3940,28,F,N0JRO81,Town,Gold Membership,25-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:02:47,4,457.49,1980.7,21,680.86,Yes,No,No,Not Applicable,Poor Customer Service,1
3941,13,F,QZV1TS6,Town,Silver Membership,25-12-2016,?,CID39037,Gift Vouchers/Coupons,Both,Mobile_Data,21:47:35,7,306.07,45549.82,24,611.01,Yes,No,No,Not Applicable,No reason specified,1
3942,56,M,HDMHLYB,Village,No Membership,03-03-2017,Yes,CID60196,Credit/Debit Card Offers,Desktop,Wi-Fi,20:57:11,7,418.26,41642.09,16,190.9491086,Yes,No,Yes,Solved,Poor Product Quality,1
3943,47,F,SPBVFUM,Town,No Membership,15-08-2017,Yes,CID34762,Credit/Debit Card Offers,?,Mobile_Data,14:25:12,8,174.52,8408.91,-13.71575043,693.58,Yes,No,Yes,No Information Available,Poor Website,1
3944,58,M,WCKWPFE,,Basic Membership,20-07-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,17:16:07,18,894.0338674,32978.51,9,558.24,No,Yes,Yes,Solved,No reason specified,1
3945,29,M,1I225MA,City,Basic Membership,16-12-2017,No,xxxxxxxx,Without Offers,?,Wi-Fi,07:45:31,11,157.99,45688.46,51.70332217,639.34,Yes,No,No,Not Applicable,Too many ads,1
3946,58,F,7011CMM,Town,Silver Membership,03-03-2016,?,CID15947,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:38:16,7,66.21,2092.06,15,1028.120613,No,Yes,Yes,Solved,Poor Product Quality,0
3947,11,F,WT6P8DC,,Basic Membership,06-05-2017,?,CID10561,Gift Vouchers/Coupons,Desktop,Wi-Fi,04:10:49,-999,32.4,37425.2,14,666.44,No,Yes,No,Not Applicable,Poor Website,1
3948,17,M,N2ZN8T6,Town,Premium Membership,15-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,00:33:42,3,45.14,4101.19,17,950.7231264,No,Yes,Yes,Solved,Poor Product Quality,0
3949,13,M,PF7NPYQ,Town,Silver Membership,14-10-2015,Yes,CID1819,Without Offers,Smartphone,Wi-Fi,09:54:07,12,96.98,34426.45,0.949579361,771.04,Yes,No,No,Not Applicable,Poor Website,0
3950,16,F,414IMAU,Town,No Membership,12-12-2017,?,CID34385,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:22:08,20,79.7,42967.33,8,511.89,Yes,No,No,Not Applicable,No reason specified,1
3951,61,M,SV9XW43,Town,Gold Membership,10-07-2016,Yes,CID55235,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23:12:06,3,509.36,2174.21,5,464.4520387,No,Yes,No,Not Applicable,Poor Product Quality,0
3952,22,M,WMLT90K,,Gold Membership,22-03-2016,?,CID32462,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:50:51,22,343.04,92987.93,2,787.19,Yes,No,No,Not Applicable,Reasonable Price,0
3953,59,F,YCWPFMK,Town,Platinum Membership,28-04-2016,Yes,CID17057,Without Offers,?,Wi-Fi,08:32:43,19,87.4,35829.36,13,792.62,Yes,No,No,Not Applicable,Products always in Stock,0
3954,46,F,4VZ9ECE,,No Membership,11-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:11:06,15,249.2,43404.32,29,614.14,Yes,No,Yes,Unsolved,Poor Website,1
3955,37,F,YYZIUYV,Town,No Membership,20-02-2016,Yes,CID53948,Credit/Debit Card Offers,Desktop,Mobile_Data,03:49:33,7,643.09,48221.17,16,631.89,Yes,Yes,Yes,No Information Available,No reason specified,1
3956,26,F,SP9F07K,City,Gold Membership,17-06-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:12:37,17,54.07,32847.73,9,701.8,No,Yes,Yes,Unsolved,Poor Customer Service,1
3957,35,F,U63VD5H,,Platinum Membership,03-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,12:25:28,22,962.6048204,24814,Error,743.19,Yes,No,Yes,Solved,No reason specified,0
3958,26,F,RCQOZTV,City,No Membership,18-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,04:39:54,16,191.53,42025.68,11,608.37,No,Yes,Yes,Solved,Too many ads,1
3959,12,M,JU3RVYF,Town,Gold Membership,31-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:11:27,24,83.01,25014.62,19,628.52,Yes,No,Yes,No Information Available,Too many ads,1
3960,42,F,9KSQXCF,Town,Basic Membership,15-10-2015,Yes,CID3139,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:06:08,6,102.97,23702.75,11,664.89,No,Yes,No,Not Applicable,Poor Product Quality,1
3961,56,M,99KMPV8,Village,Premium Membership,12-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:46:09,16,238.82,23082.52,16,713.17,Yes,No,No,Not Applicable,Products always in Stock,0
3962,15,F,26IKSZP,City,Premium Membership,30-10-2017,?,CID60011,Without Offers,Smartphone,Wi-Fi,06:25:24,15,108.23,12806.28,5,,Yes,No,No,Not Applicable,No reason specified,0
3963,63,F,JMFXAYT,Village,Basic Membership,02-03-2017,Yes,CID1828,Without Offers,Desktop,Mobile_Data,18:30:09,-999,45.61,27800.24,9,369.7810149,Yes,No,Yes,Unsolved,Poor Product Quality,1
3964,41,M,2AD8TSF,Town,Basic Membership,11-08-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,14:13:12,14,33.46,10920.67,15,552.57,No,Yes,Yes,No Information Available,Poor Website,1
3965,26,M,2HVHVZL,Town,Basic Membership,11-01-2016,?,CID56846,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:20:16,13,30.61,30720.44,17,572.01,No,Yes,Yes,Solved in Follow-up,Too many ads,1
3966,31,F,KDHZ2J4,City,No Membership,01-09-2015,Yes,CID48579,Credit/Debit Card Offers,?,Mobile_Data,19:11:58,16,31.52,38839.04,26,541.32,No,Yes,No,Not Applicable,No reason specified,1
3967,19,M,4WTPQPR,Town,No Membership,13-10-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,22:52:00,11,340.48,2936.23,6,625.24,No,Yes,Yes,Solved,Poor Website,1
3968,39,F,05L80KY,Town,Gold Membership,17-10-2015,Yes,CID36359,Without Offers,Desktop,Wi-Fi,12:55:39,17,196.77,38078.82,15,640.01,Yes,No,Yes,Solved,Poor Website,1
3969,17,F,4X97ZD2,Town,Platinum Membership,29-05-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:10:28,13,949.9590463,49644.86,15,715.75,No,Yes,No,Not Applicable,Quality Customer Care,0
3970,64,M,SI5PFA3,Town,Gold Membership,17-01-2016,Yes,CID36412,Credit/Debit Card Offers,?,Fiber_Optic,16:30:12,10,34.8,30568.83,20,714.52,No,Yes,No,Not Applicable,Poor Website,1
3971,38,M,7RNJHB4,,Platinum Membership,11-01-2015,Yes,CID15100,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:31:29,12,34.45,26783.21,20,1195.415348,Yes,No,Yes,Solved,Poor Website,0
3972,56,M,8QUEVQ1,Town,Silver Membership,16-12-2015,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,22:30:03,22,198.91,9325.24,18,612.91,Yes,No,No,Not Applicable,Poor Customer Service,1
3973,59,F,GTY672W,,Basic Membership,18-12-2017,No,xxxxxxxx,Without Offers,?,Fiber_Optic,22:22:53,7,34.33,40893.4,23,702.94,Yes,No,No,Not Applicable,Too many ads,1
3974,12,F,84HQKNH,,Gold Membership,24-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,07:43:00,20,156.68,1834.22,22,749.41,Yes,No,Yes,No Information Available,Too many ads,0
3975,35,F,3RR9FO3,Town,Gold Membership,15-07-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:06:41,14,123,14591.82,24,626.08,Yes,No,Yes,Solved,Poor Customer Service,1
3976,38,F,3ZBQHNY,City,Basic Membership,29-05-2015,Yes,CID43368,Without Offers,?,Wi-Fi,14:24:01,10,608.57,13390.47,12,620.74,Yes,Yes,No,Not Applicable,Poor Product Quality,1
3977,24,M,QM9KV1Q,,Gold Membership,16-08-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:12:02,9,44.37,11212.82,5,711.32,No,Yes,No,Not Applicable,Too many ads,0
3978,34,M,7U0TBRA,Town,Gold Membership,08-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:20:37,10,1060.500281,61211.16,15,772.82,No,Yes,Yes,No Information Available,Quality Customer Care,0
3979,15,F,ELR0C5K,,Gold Membership,02-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,20:59:57,9,343.48,22211.12,18,787.15,Yes,No,No,Not Applicable,No reason specified,0
3980,54,M,7FCDLWW,Town,Platinum Membership,28-04-2016,Yes,CID58573,Credit/Debit Card Offers,Both,Wi-Fi,04:10:06,16,1436.150399,92440.81,12,791.22,Yes,Yes,Yes,Solved,Quality Customer Care,0
3981,40,M,J708K3O,City,Premium Membership,10-08-2016,Yes,CID2002,Credit/Debit Card Offers,Smartphone,Mobile_Data,09:22:05,18,357.85,12243.77,20,765.28,Yes,Yes,No,Not Applicable,No reason specified,0
3982,59,F,BVZ7CKI,City,Platinum Membership,06-09-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,05:13:48,-999,1066.648021,46186.35,Error,720.19,Yes,No,Yes,Solved,Too many ads,0
3983,35,F,RAIK7N8,Town,Gold Membership,04-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,17:03:27,16,343.97,22449.35,29,704.44,Yes,No,No,Not Applicable,Poor Product Quality,1
3984,32,F,3OE21Q9,City,Platinum Membership,16-09-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,15:22:48,10,362.75,35403.38,Error,771.73,Yes,No,No,Not Applicable,Poor Customer Service,0
3985,30,M,YRPAH7C,,Gold Membership,24-03-2015,Yes,CID61304,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:43:40,10,81.83,44501.35,22,643.75,Yes,No,No,Not Applicable,Too many ads,0
3986,24,F,VXYUU9Q,Village,No Membership,09-04-2016,?,CID22169,Gift Vouchers/Coupons,?,Mobile_Data,13:18:28,16,123.51,35410.09,7,647.11,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
3987,21,M,B2KR78F,Village,Gold Membership,13-03-2017,Yes,CID36215,Credit/Debit Card Offers,Desktop,Wi-Fi,12:02:27,-999,106.62,21528.68,28,1257.814521,No,Yes,Yes,No Information Available,Poor Website,1
3988,50,M,5SOL0A7,City,Basic Membership,04-03-2017,Yes,CID61877,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:21:32,17,102.8,23167.4,28,243.4468548,Yes,No,Yes,Unsolved,No reason specified,1
3989,55,F,54Y5MZU,Village,Basic Membership,17-11-2015,?,CID59464,Without Offers,Desktop,Fiber_Optic,00:07:15,24,32.81,18457.04,26,519.3,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
3990,62,M,I5KFBKB,City,Gold Membership,20-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:40:42,17,167.83,53733.6,15,776.47,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
3991,40,M,SNT5HQ1,Town,No Membership,08-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:01:08,14,155.05,13775.82,28,309.0748556,No,Yes,No,Not Applicable,No reason specified,1
3992,62,F,NHDGDG5,City,Gold Membership,25-09-2017,Yes,CID40343,Credit/Debit Card Offers,?,Fiber_Optic,10:37:09,19,280.17,91740.57,19,807.43,Yes,Yes,No,Not Applicable,Reasonable Price,0
3993,30,M,XHA09D6,City,Basic Membership,16-12-2015,Yes,CID13728,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:17:18,17,1154.956054,20325.7,9,600.99,Yes,No,No,Not Applicable,No reason specified,1
3994,23,M,52E5TOS,City,Gold Membership,13-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,21:17:43,19,1169.922456,4815.23,13,317.0781949,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
3995,48,M,23QCC9T,City,Basic Membership,22-08-2015,Yes,CID46840,Without Offers,Smartphone,Mobile_Data,04:52:40,9,371.47,27061.15,5,,No,Yes,No,Not Applicable,Poor Customer Service,1
3996,31,M,K1JCG7T,City,Platinum Membership,11-04-2016,No,xxxxxxxx,Without Offers,?,Wi-Fi,11:37:33,6,126.67,14992.03,7,720.65,No,Yes,Yes,Unsolved,Too many ads,0
3997,23,M,EGTM5RC,Town,No Membership,25-05-2017,Yes,CID19722,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:54:05,9,839.65,31792.21,6,524.77,Yes,Yes,No,Not Applicable,Poor Customer Service,1
3998,38,F,97HQEQT,,Platinum Membership,30-05-2016,?,CID35527,Without Offers,Desktop,Mobile_Data,08:53:05,15,668.12,28723.62,15,759.47,Yes,No,Yes,Solved in Follow-up,Too many ads,0
3999,54,F,D8UT3LR,City,Silver Membership,15-06-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,06:40:47,12,64.77,13531.99,5,719.42,No,Yes,Yes,Solved,No reason specified,1
4000,18,M,GN11YO8,,No Membership,10-09-2015,?,CID211,Gift Vouchers/Coupons,Both,Fiber_Optic,13:05:30,12,262.9,9275.93,13,89.66104792,Yes,No,Yes,Solved,No reason specified,1
4001,34,F,P4T2HNS,City,Gold Membership,23-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11:35:48,18,314.84,16304.95,Error,720.66,Yes,Yes,No,Not Applicable,Poor Website,0
4002,41,F,WL38GDL,Town,No Membership,08-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:46:15,22,69.48,48260.12,20,702.26,Yes,No,Yes,No Information Available,Poor Website,1
